intern_id,intern_name,task_completion_rate,avg_task_completion_time,attendance_percentage,feedback_rating,deadlines_missed,github_commits,communication_score,learning_speed,meeting_participation,work_hours_per_day,stress_level,final_performance_score,performance_category
279,Aaron Miller,83,1.17,59,4.1,9,254,5,8,10,5.2,2,70.0,Average
280,Christopher Davis,61,7.0,78,2.9,9,227,9,6,8,11.9,2,61.65,Average
281,Mary Brown,90,7.93,74,4.0,0,116,3,3,1,6.4,10,55.53,Needs Improvement
282,Allen Riley,91,6.41,76,2.7,0,113,1,10,10,11.2,4,72.34,Average
283,Christopher Morales,62,8.08,60,4.0,4,192,1,6,2,8.8,9,42.41,Needs Improvement
284,Brandon Higgins,50,8.89,70,3.1,9,108,7,7,7,10.5,5,45.09,Needs Improvement
285,James Gaines,60,11.68,72,2.9,1,115,8,9,3,7.9,9,39.08,Needs Improvement
286,Teresa Williams,74,8.1,52,1.4,10,39,4,2,8,5.5,4,13.99,Needs Improvement
287,Whitney Thomas,42,8.22,98,3.2,7,115,7,5,5,9.7,9,37.55,Needs Improvement
288,Jason Lewis,45,1.76,59,1.8,6,84,4,3,3,2.5,4,26.58,Needs Improvement
289,David Ray,67,5.34,100,3.7,8,29,5,9,3,3.8,6,35.72,Needs Improvement
290,William Moore,61,6.5,70,1.6,10,286,10,10,2,9.8,9,40.21,Needs Improvement
291,Lauren Schneider,56,14.33,59,2.9,0,47,4,9,5,7.6,1,56.65,Needs Improvement
292,Stacey Browning,75,14.61,73,1.6,6,197,1,7,10,9.3,9,46.05,Needs Improvement
293,Kelly Bird,56,1.43,90,1.8,5,261,4,4,5,10.6,1,68.24,Average
294,Natalie Jenkins,94,8.69,66,2.5,3,31,4,2,1,2.3,4,42.17,Needs Improvement
295,Shelley Butler,74,1.16,82,4.9,6,215,3,6,9,7.3,8,64.06,Average
296,Mr. Julian Dyer,66,7.75,89,1.7,2,146,10,9,4,8.8,7,55.14,Needs Improvement
297,Karen Duran,41,13.2,100,3.0,7,6,8,7,3,10.5,7,33.8,Needs Improvement
298,Courtney Smith,88,1.28,60,1.8,0,96,5,9,5,2.7,1,63.6,Average
299,Guy Hodge,89,7.06,68,3.7,10,46,7,4,1,8.4,6,38.1,Needs Improvement
300,Nicole Valdez,62,6.86,78,1.4,7,201,9,9,8,2.7,10,33.21,Needs Improvement
301,Meagan Parker,56,2.44,54,4.9,8,81,10,4,9,4.0,1,44.96,Needs Improvement
302,Jennifer Kent MD,49,8.24,84,2.1,7,73,6,6,10,8.0,7,32.77,Needs Improvement
303,Ronald Russo,66,2.06,87,1.3,8,147,3,4,3,8.5,5,46.97,Needs Improvement
304,Patrick Evans,72,10.41,55,2.3,3,58,2,4,1,3.2,9,12.18,Needs Improvement
305,Alan Lewis,49,9.57,71,4.8,4,247,6,4,2,5.7,1,52.65,Needs Improvement
306,Crystal Wong,88,8.59,68,4.8,3,72,10,6,6,3.0,2,59.04,Needs Improvement
307,Amber Chen,66,7.07,84,4.6,4,126,9,4,9,6.4,3,71.84,Average
308,Cindy Freeman,96,10.39,99,3.9,7,38,1,5,7,2.5,4,46.49,Needs Improvement
309,Christy Kelley,86,1.41,82,1.9,4,298,2,8,2,9.3,10,67.9,Average
310,Melissa Gilbert,69,14.32,59,4.5,2,163,8,3,10,7.1,7,54.87,Needs Improvement
311,Olivia Forbes,95,14.83,57,1.3,9,208,9,6,9,5.3,1,37.16,Needs Improvement
312,Susan Horton,95,12.02,51,3.5,10,122,6,10,8,6.4,5,42.89,Needs Improvement
313,Jennifer Graham,54,1.9,83,3.0,10,185,9,4,6,7.0,6,51.31,Needs Improvement
314,Pamela Carpenter,77,10.17,50,4.7,4,132,1,10,5,9.5,3,52.16,Needs Improvement
315,Daniel Mcclure,84,12.57,68,1.4,4,128,4,8,10,7.4,5,40.55,Needs Improvement
316,Nicholas Hill,63,12.05,95,4.7,4,35,10,1,10,4.7,1,53.32,Needs Improvement
317,Robert Myers,88,2.44,58,1.3,2,38,6,9,6,9.9,7,60.58,Average
318,Anna Hurst,42,6.8,71,2.2,4,86,4,7,1,9.4,5,41.79,Needs Improvement
319,Elizabeth Romero,41,8.45,93,3.1,5,245,1,1,10,10.8,10,36.44,Needs Improvement
320,Nancy Gallegos,75,2.66,91,3.4,6,246,6,3,6,4.2,8,49.72,Needs Improvement
321,Katherine Nelson,47,14.81,58,2.7,0,18,3,10,8,9.0,1,42.95,Needs Improvement
322,Wayne Elliott,52,13.19,83,1.1,0,244,7,8,10,7.1,5,43.74,Needs Improvement
323,Katherine Love,65,13.54,56,4.1,6,192,1,1,9,8.7,3,47.48,Needs Improvement
324,Ashley Salas,71,11.0,65,1.0,8,119,8,1,9,10.7,9,32.41,Needs Improvement
325,Crystal Hill,90,2.78,90,3.1,2,146,2,9,3,2.1,9,51.42,Needs Improvement
326,Valerie Garcia,96,11.4,64,1.3,8,48,2,2,6,6.3,10,19.8,Needs Improvement
327,Nicholas Mcbride,68,7.25,52,2.4,7,58,7,4,4,2.5,2,28.01,Needs Improvement
328,Heather Newman,67,9.85,83,4.1,8,135,9,10,10,9.8,7,67.13,Average
329,Diamond Johns,71,8.25,66,1.1,2,191,7,9,6,9.5,1,65.04,Average
330,Mario Sims,60,10.16,85,4.4,4,61,10,10,6,5.9,8,43.86,Needs Improvement
331,Steve Brooks,98,3.6,94,1.9,9,299,1,10,2,3.3,3,54.12,Needs Improvement
332,Susan Bonilla,71,7.04,87,3.1,2,165,3,1,5,8.9,4,61.94,Average
333,Kimberly Boyer,46,4.7,88,4.1,3,278,7,6,8,2.9,5,53.81,Needs Improvement
334,Sabrina Parker,47,1.44,71,1.1,4,95,3,5,8,10.6,6,49.83,Needs Improvement
335,Jason Morris,64,13.57,89,3.9,6,103,6,2,2,9.5,1,43.44,Needs Improvement
336,Christie Rogers,87,12.57,61,2.3,10,60,10,3,3,7.7,1,35.32,Needs Improvement
337,Christopher Hughes,74,1.31,70,4.1,10,290,6,6,8,8.2,4,68.36,Average
338,Leslie Andrade,55,6.81,59,2.6,3,60,3,2,10,3.4,9,35.14,Needs Improvement
339,Jeremy Gardner,59,8.97,72,4.7,1,182,5,5,3,6.4,2,65.45,Average
340,Daniel Bradley,59,14.16,63,1.2,10,188,2,7,6,5.7,7,12.82,Needs Improvement
341,Larry Sanchez,50,3.34,54,1.2,10,181,10,6,3,9.5,7,29.09,Needs Improvement
342,Kathleen Lane,51,1.59,99,3.7,1,111,1,7,8,10.0,6,71.53,Average
343,Eric Mcfarland,42,9.95,75,2.6,1,292,1,6,2,11.2,10,42.01,Needs Improvement
344,Jennifer Randolph,82,1.73,57,1.3,9,208,4,4,7,10.8,7,47.28,Needs Improvement
345,Julian Richards,55,13.08,96,3.7,10,180,7,8,9,12.0,4,55.07,Needs Improvement
346,Wesley Holland,70,14.63,57,4.8,4,221,4,7,5,11.8,1,56.01,Needs Improvement
347,Angela Robinson,56,12.94,79,2.2,10,97,2,7,10,4.3,4,18.47,Needs Improvement
348,Stacey Contreras,59,14.62,89,1.5,7,109,8,8,10,4.6,1,31.1,Needs Improvement
349,Manuel White DDS,75,10.44,81,4.9,9,85,4,2,6,10.6,8,41.77,Needs Improvement
350,Tara Payne,94,10.89,95,4.2,4,191,6,10,8,5.0,8,55.09,Needs Improvement
351,Jennifer Horton,74,1.04,72,1.3,6,222,10,9,7,2.6,8,41.91,Needs Improvement
352,Jessica Murillo,64,9.04,100,5.0,0,105,7,7,1,9.7,8,65.32,Average
353,Stanley Mcdonald,59,1.22,70,3.0,8,37,3,7,9,10.6,2,58.72,Needs Improvement
354,David Charles,98,11.67,89,1.8,0,228,6,3,9,7.1,6,54.75,Needs Improvement
355,Joshua Herman,43,14.58,57,2.5,10,190,6,8,5,4.8,3,20.42,Needs Improvement
356,Angela Cruz,61,9.45,87,4.9,7,184,6,3,10,5.7,1,51.96,Needs Improvement
357,Sarah Murray,98,12.83,54,1.7,8,126,9,5,10,7.2,6,38.81,Needs Improvement
358,Robert Hammond,81,12.1,69,2.5,0,272,8,10,8,11.2,7,75.7,Average
359,Nicole Contreras,85,9.54,75,4.1,6,228,1,9,7,6.9,2,67.68,Average
360,Megan Le,52,11.77,78,3.8,1,268,5,5,7,8.5,3,59.68,Needs Improvement
361,Megan Powell,91,10.38,59,4.1,4,179,1,9,4,11.3,1,69.69,Average
362,Ashley Terry,55,4.32,64,2.9,8,71,1,8,10,5.9,7,37.12,Needs Improvement
363,Joseph Marquez,82,10.12,82,1.9,4,55,6,6,2,5.2,3,49.72,Needs Improvement
364,Spencer Castro,74,6.86,73,1.1,2,62,8,3,7,4.7,1,48.37,Needs Improvement
365,Robert Morton,45,10.5,87,2.2,5,118,5,3,4,9.4,10,28.17,Needs Improvement
366,Brian Curry,52,1.14,81,3.2,3,246,3,10,3,3.4,8,55.04,Needs Improvement
367,David Payne,98,12.89,91,2.4,7,96,8,8,2,11.3,9,52.25,Needs Improvement
368,Perry Ramirez,70,3.11,63,2.8,1,66,10,8,6,8.6,10,55.1,Needs Improvement
369,James Andrade,59,11.55,59,1.7,7,4,3,10,1,2.1,9,1.61,Needs Improvement
370,Angela Newman,73,12.99,99,4.6,6,131,7,7,1,6.4,2,62.37,Average
371,Brianna Chan,69,14.16,70,2.7,0,115,6,5,1,3.2,10,31.45,Needs Improvement
372,Kayla Wright,85,9.85,73,1.5,4,69,1,7,4,7.8,5,31.35,Needs Improvement
373,Amber Taylor,67,13.22,89,3.6,2,39,2,10,9,11.4,8,56.05,Needs Improvement
374,Barry Sanchez,44,2.38,86,1.5,5,196,9,2,1,9.0,3,54.7,Needs Improvement
375,Kimberly Williams,69,13.09,93,1.4,9,204,8,6,10,9.9,7,38.59,Needs Improvement
376,Timothy Cunningham,86,3.02,80,1.2,0,277,8,5,1,4.5,10,56.76,Needs Improvement
377,Laura Banks,93,13.57,64,4.3,5,98,8,1,1,7.6,1,47.16,Needs Improvement
378,Matthew Guzman,84,12.77,95,1.7,7,142,6,1,5,4.0,6,32.08,Needs Improvement
379,Tiffany Carpenter,44,14.07,98,2.7,1,25,5,10,4,4.5,2,42.42,Needs Improvement
380,Jessica Quinn,53,12.83,56,2.7,6,18,3,1,3,5.5,4,17.34,Needs Improvement
381,Matthew Bennett,74,6.64,97,1.2,7,144,7,2,1,6.4,4,48.51,Needs Improvement
382,Diana Robinson,53,4.89,64,2.6,3,295,4,10,2,7.6,6,49.86,Needs Improvement
383,Timothy Wilson,47,8.03,92,2.0,6,44,2,8,7,11.3,3,39.58,Needs Improvement
384,Nathaniel Meyers,55,6.64,59,2.3,1,196,5,7,2,10.2,7,47.24,Needs Improvement
385,Brian Brown,44,1.11,95,1.4,6,5,10,2,8,7.5,9,42.97,Needs Improvement
386,Donna Edwards,87,13.38,52,4.3,10,95,4,4,1,9.3,5,23.22,Needs Improvement
387,Kathleen Noble,71,10.4,55,2.8,0,149,7,10,3,12.0,7,49.63,Needs Improvement
388,Christopher Holt,98,14.14,72,1.3,4,46,4,7,9,3.6,8,20.29,Needs Improvement
389,Karen Murray,87,7.19,59,4.6,8,93,7,9,9,8.6,4,57.07,Needs Improvement
390,Kristen Shepherd,50,1.33,70,4.8,6,208,2,9,10,11.3,1,74.61,Average
391,Melinda Powell,90,6.5,75,4.8,8,238,10,4,7,2.1,10,50.34,Needs Improvement
392,Dominique Elliott,47,13.66,96,3.1,7,11,1,1,8,4.6,8,7.32,Needs Improvement
393,Carol Green,44,2.26,85,2.8,4,150,10,7,4,6.9,5,57.5,Needs Improvement
394,Linda Mcintosh,86,8.42,68,1.9,4,63,5,7,4,7.5,9,48.51,Needs Improvement
395,Samantha Martinez,45,5.85,51,2.6,1,29,3,7,2,3.9,6,34.46,Needs Improvement
396,Amber Jones,91,5.37,58,1.9,2,37,6,4,9,3.4,4,44.8,Needs Improvement
397,Amanda Fernandez,89,6.56,69,3.6,10,164,6,10,4,4.7,2,50.2,Needs Improvement
398,Rebecca Walters,70,14.84,68,1.7,2,188,3,5,2,6.3,10,22.18,Needs Improvement
399,Julie Smith,41,9.66,73,3.3,6,244,8,1,7,3.0,7,31.01,Needs Improvement
400,Eric Diaz,41,9.43,53,1.4,9,295,2,3,3,8.8,1,23.12,Needs Improvement
401,Dr. Madison Taylor,93,9.44,65,1.0,5,29,4,6,9,2.2,10,15.71,Needs Improvement
402,Mr. Joel Larson,52,10.26,91,2.0,5,207,6,9,4,9.0,9,46.0,Needs Improvement
403,James Merritt,55,5.78,75,3.4,7,72,10,9,10,2.8,2,48.37,Needs Improvement
404,Carol Johnson,41,6.97,85,1.7,10,158,9,2,5,7.8,7,33.61,Needs Improvement
405,Shannon Clark,63,6.08,95,1.4,1,215,2,10,6,3.4,4,44.24,Needs Improvement
406,Patrick Cobb,84,10.51,67,3.3,6,122,5,4,5,8.3,7,45.87,Needs Improvement
407,Michael Mcclain,70,1.59,61,2.3,6,141,7,1,9,6.6,2,55.33,Needs Improvement
408,Gregory Hill,62,11.21,63,1.5,0,244,3,1,3,3.5,7,25.85,Needs Improvement
409,Christine Underwood,71,12.92,69,3.3,8,284,6,9,6,8.7,5,39.79,Needs Improvement
410,Timothy Baker,94,7.72,93,1.4,10,53,8,6,10,2.7,4,33.31,Needs Improvement
411,Rachel Price,85,7.49,96,2.3,1,7,3,1,3,9.4,5,62.11,Average
412,Megan Hartman,84,4.59,88,4.5,5,274,6,9,6,5.1,5,73.06,Average
413,Danny Schultz,84,12.9,68,1.9,7,297,10,3,10,5.0,9,34.23,Needs Improvement
414,Gloria Grant,70,1.93,60,3.6,10,10,6,2,3,8.9,4,38.12,Needs Improvement
415,Patricia Andersen,77,10.14,77,4.6,7,51,6,8,7,8.4,4,56.83,Needs Improvement
416,Michael Arellano,85,5.72,100,4.6,4,87,9,9,6,5.0,4,66.37,Average
417,Dale Warren,93,9.79,81,4.0,9,10,6,9,7,9.9,2,60.54,Average
418,Elizabeth Johnson,65,12.42,78,2.4,3,269,3,1,3,6.5,4,38.67,Needs Improvement
419,Stephanie Mitchell,68,13.22,95,4.5,2,105,5,6,4,6.0,7,56.08,Needs Improvement
420,Hannah Barnett,56,14.36,90,1.7,8,229,4,1,1,3.6,2,15.68,Needs Improvement
421,Mary Lane,43,11.28,92,3.8,3,0,7,2,9,3.0,8,34.46,Needs Improvement
422,Angela Kennedy DVM,89,8.42,92,3.3,8,145,3,4,5,2.8,10,27.33,Needs Improvement
423,Hannah Robertson,87,9.21,53,1.8,5,202,2,4,2,5.1,7,23.33,Needs Improvement
424,Joseph Erickson,65,14.59,94,2.6,7,151,6,3,5,6.2,5,36.89,Needs Improvement
425,Ruben Obrien,69,10.41,82,1.6,5,154,7,9,6,2.9,7,35.67,Needs Improvement
426,Monica Torres,92,7.16,88,2.5,5,273,3,7,2,5.8,5,46.7,Needs Improvement
427,Blake Sanders,97,7.2,80,4.3,3,209,4,1,2,10.0,6,52.45,Needs Improvement
428,Michael Austin,60,6.8,65,4.5,6,223,3,7,1,7.7,6,40.58,Needs Improvement
429,Alan Brown,71,12.55,54,4.1,10,250,7,10,7,6.4,3,40.67,Needs Improvement
430,Lisa Eaton,54,9.37,61,2.6,2,66,8,8,7,3.9,4,38.8,Needs Improvement
431,Danielle Watson,90,1.87,94,3.2,2,8,5,9,7,3.0,6,48.82,Needs Improvement
432,James Morrison,49,14.24,95,2.8,0,11,9,1,10,9.6,9,48.91,Needs Improvement
433,Douglas Kelly,75,6.01,92,3.8,4,24,2,2,9,2.6,8,36.32,Needs Improvement
434,Kara Gregory,79,10.14,77,2.3,8,5,8,7,5,3.0,6,14.79,Needs Improvement
435,Sheila Garcia,57,12.17,51,3.4,1,174,2,9,7,9.8,3,59.17,Needs Improvement
436,Madison Shelton,53,12.63,93,3.0,0,50,7,6,7,2.2,3,37.39,Needs Improvement
437,James Jordan,57,12.35,77,2.7,10,288,3,4,1,11.6,3,36.47,Needs Improvement
438,Jacob Morris,55,10.46,72,3.3,5,15,3,8,7,11.5,5,40.81,Needs Improvement
439,Megan Escobar,65,13.7,74,2.6,5,150,3,7,7,7.9,2,36.3,Needs Improvement
440,Jeffrey Lewis,96,3.78,76,3.3,1,87,3,8,3,5.5,2,69.45,Average
441,Tammy Levy,87,8.89,55,2.3,4,108,9,5,10,7.1,1,53.92,Needs Improvement
442,Debra Reyes,92,1.85,77,3.1,8,57,2,9,6,11.1,6,58.07,Needs Improvement
443,Amber Miller,45,1.34,63,1.4,2,224,8,3,2,9.1,4,58.0,Needs Improvement
444,Penny Davis,40,3.75,94,3.0,10,225,3,7,3,8.1,6,28.82,Needs Improvement
445,Andrea Roberts,90,4.58,91,1.7,1,235,8,7,2,5.1,6,60.22,Average
446,Austin Decker,80,2.14,88,3.9,9,29,9,4,2,4.8,4,51.27,Needs Improvement
447,William Hampton,100,12.37,64,2.5,7,8,9,10,4,4.7,3,50.27,Needs Improvement
448,Michael Davis,44,8.9,67,4.5,3,108,10,9,8,8.4,9,55.41,Needs Improvement
449,Gary Stanton,69,4.59,84,4.6,9,163,8,5,10,11.1,9,55.8,Needs Improvement
450,Ryan Jackson,95,14.04,88,4.9,6,150,10,3,5,9.7,9,59.7,Needs Improvement
451,Mary Bush,70,14.52,93,1.2,1,152,10,7,10,9.3,3,54.85,Needs Improvement
452,James Montgomery,93,5.39,54,1.9,10,143,8,9,4,10.0,7,37.93,Needs Improvement
453,Christian Chase,74,12.85,98,3.6,3,6,3,1,9,11.0,6,47.46,Needs Improvement
454,Catherine Cooper,67,9.4,68,4.5,6,154,10,2,4,3.5,8,34.11,Needs Improvement
455,Derek Savage,57,14.23,78,2.3,6,173,8,10,3,5.1,3,32.51,Needs Improvement
456,Mr. Jonathan Clayton,93,10.27,79,4.8,2,275,6,7,9,11.9,8,76.77,Average
457,Justin Diaz,95,10.06,84,4.5,5,236,8,7,1,6.8,6,64.12,Average
458,Shannon Morris,72,3.65,85,3.3,10,208,3,5,3,9.1,3,57.75,Needs Improvement
459,Tammy Maldonado,91,7.56,97,3.8,0,23,4,7,2,6.1,2,73.3,Average
460,Jennifer Davis,47,10.73,96,4.5,1,188,4,1,1,2.6,9,41.58,Needs Improvement
461,Richard Murray,68,8.29,56,4.5,8,37,8,6,2,2.7,9,18.13,Needs Improvement
462,Kevin Carpenter,60,6.75,71,1.8,1,121,1,1,10,2.5,4,43.04,Needs Improvement
463,Shannon Ward,60,10.25,79,3.4,6,68,4,3,9,7.7,9,25.65,Needs Improvement
464,Manuel Myers,48,8.75,71,4.4,5,161,7,6,1,9.2,1,54.4,Needs Improvement
465,Brian Rodriguez,72,10.88,53,3.0,1,282,1,10,9,9.5,6,55.89,Needs Improvement
466,Stephanie White,89,3.66,98,2.6,1,181,1,5,7,10.2,1,77.3,Average
467,Manuel Nguyen,54,11.82,100,1.1,1,195,3,7,8,5.2,7,34.5,Needs Improvement
468,Matthew Hamilton,40,13.41,98,4.4,10,284,5,10,9,2.1,10,29.37,Needs Improvement
469,Stephen Collier,90,2.71,55,2.3,7,64,6,1,1,4.3,7,33.55,Needs Improvement
470,Charles Knight,94,4.13,79,2.8,10,211,3,9,10,3.1,2,44.91,Needs Improvement
471,Tyler Williams,94,14.91,87,2.3,8,206,8,6,3,8.3,3,45.74,Needs Improvement
472,Meghan Harmon,60,13.04,93,2.8,5,167,10,1,4,11.3,1,48.45,Needs Improvement
473,Michael Lambert,96,12.24,56,1.8,6,107,2,4,7,7.9,2,35.34,Needs Improvement
474,Donna Rodriguez,76,12.62,71,4.0,3,128,6,5,10,2.9,2,42.85,Needs Improvement
475,Frank Rhodes,45,6.79,72,4.8,6,43,10,1,4,3.8,9,31.37,Needs Improvement
476,Antonio Middleton,97,2.52,72,3.5,9,34,3,7,2,6.5,9,51.92,Needs Improvement
477,Duane Hill,62,11.44,81,3.8,10,104,1,4,6,5.6,7,24.59,Needs Improvement
478,Daniel Ramos,60,6.35,66,2.7,2,190,10,3,8,7.9,1,67.73,Average
479,Nicole Newton,85,7.6,51,2.5,1,198,9,7,6,2.7,10,42.22,Needs Improvement
480,Susan Mcconnell,76,6.05,87,1.8,7,119,1,1,8,11.1,2,48.94,Needs Improvement
481,Mary Taylor,71,7.77,73,2.2,0,272,5,2,8,9.1,5,65.28,Average
482,Kristen Murray,63,2.13,66,1.8,3,100,2,1,9,10.9,4,54.2,Needs Improvement
483,Megan Ballard,57,8.03,96,4.5,8,204,5,7,3,2.9,10,25.29,Needs Improvement
484,Brian Walker,67,9.74,81,3.0,1,297,3,1,1,6.3,8,38.89,Needs Improvement
485,Brenda Gallagher DDS,42,7.07,75,2.5,3,117,7,4,8,10.5,1,56.67,Needs Improvement
486,Lisa Ross,55,6.42,57,4.0,5,147,7,9,10,4.0,7,42.07,Needs Improvement
487,Timothy Williams,72,11.48,94,2.5,2,67,10,2,1,11.0,1,55.74,Needs Improvement
488,William Martin,73,10.33,70,1.8,3,65,10,9,7,4.4,7,45.16,Needs Improvement
489,Edwin Pierce,56,12.75,51,1.6,10,45,3,7,8,9.7,4,11.75,Needs Improvement
490,Sylvia Watts,83,10.08,55,3.0,3,277,2,4,6,8.0,3,48.67,Needs Improvement
491,Larry Brooks,79,7.63,97,3.3,3,154,5,5,7,10.5,3,72.61,Average
492,Matthew Reed,76,2.67,52,1.8,0,153,5,8,5,10.4,6,60.82,Average
493,Christopher Bell,47,14.0,84,2.2,6,13,10,6,7,4.6,9,22.88,Needs Improvement
494,Sharon Spencer,40,8.9,53,1.7,1,105,5,6,9,11.7,5,49.67,Needs Improvement
495,Daniel Parker,58,13.92,66,3.9,5,124,3,9,9,6.1,10,31.47,Needs Improvement
496,Sandra Carlson,49,12.38,97,1.7,9,252,6,2,5,10.1,2,27.57,Needs Improvement
497,Brandon Martin,69,14.06,73,2.6,8,128,10,6,6,2.4,6,27.21,Needs Improvement
498,Cheryl Proctor,97,1.7,100,4.0,7,50,10,8,8,5.4,6,68.01,Average
499,Taylor Ellison,60,4.94,88,2.9,10,17,8,9,4,10.4,10,42.27,Needs Improvement
500,Anita Cummings,91,6.29,91,3.3,10,278,2,9,4,6.2,7,41.85,Needs Improvement
501,Mrs. Tara Kane,68,11.07,56,2.8,4,257,2,1,5,2.4,3,27.23,Needs Improvement
502,Jason Martinez,57,5.65,73,3.5,4,176,2,10,10,10.7,8,63.17,Average
503,Michelle Franklin,64,4.99,68,3.7,2,278,6,1,8,6.2,9,56.45,Needs Improvement
504,David Malone,44,3.3,62,2.3,2,89,8,10,10,9.5,2,65.46,Average
505,Daniel Hernandez,50,11.41,67,2.5,5,257,5,7,10,10.5,7,52.16,Needs Improvement
506,Catherine Fleming,71,3.25,62,3.6,9,168,5,2,10,6.8,7,44.62,Needs Improvement
507,Samuel Martinez,79,6.63,84,2.2,3,197,1,4,10,11.4,7,56.46,Needs Improvement
508,Miguel Conway,84,7.2,88,1.8,6,122,4,8,5,5.2,10,26.93,Needs Improvement
509,John Campbell,76,5.23,82,1.3,4,243,6,8,3,3.3,2,46.46,Needs Improvement
510,Rodney Russell,81,7.0,82,1.9,8,199,5,3,10,2.3,6,40.09,Needs Improvement
511,Antonio Lyons DVM,54,1.89,68,2.0,9,3,2,8,4,11.8,2,45.49,Needs Improvement
512,Ivan Smith,100,12.91,92,4.8,8,225,9,4,9,3.3,2,62.62,Average
513,Michael Johnson,54,5.08,65,1.2,4,233,1,7,10,3.2,8,35.64,Needs Improvement
514,Harold Washington,78,1.23,87,4.2,3,58,9,4,7,4.6,1,73.03,Average
515,Lee Robinson,63,2.83,80,3.0,7,47,3,2,7,11.1,10,49.46,Needs Improvement
516,Thomas Thompson,54,7.21,65,2.9,3,194,6,1,6,10.6,2,57.8,Needs Improvement
517,Raymond Gonzalez,94,6.98,61,3.2,7,195,10,7,6,7.6,7,55.29,Needs Improvement
518,Austin Lopez,54,8.04,86,4.4,1,205,4,4,4,9.8,7,62.57,Average
519,John Roberts,96,3.33,53,2.5,1,54,10,10,9,3.8,5,55.85,Needs Improvement
520,Rebecca Miller,66,14.77,100,3.1,0,91,1,7,5,9.7,1,56.52,Needs Improvement
521,Samantha Schroeder,48,1.66,80,2.7,7,165,3,4,2,2.1,8,27.21,Needs Improvement
522,Katrina Watson,88,14.81,93,2.6,5,70,10,5,8,11.3,4,61.4,Average
523,Jeffrey Ramirez,59,8.66,74,4.8,7,276,2,6,9,4.8,1,47.59,Needs Improvement
524,Megan Diaz,42,11.22,94,3.0,6,171,2,5,8,11.7,7,42.82,Needs Improvement
525,Peter Stewart,45,5.69,62,2.4,8,274,3,8,7,7.7,10,32.98,Needs Improvement
526,Sarah Smith,56,1.34,51,2.8,3,18,1,5,7,10.7,6,52.68,Needs Improvement
527,Paula Cole,98,4.31,88,2.6,3,196,4,8,9,4.7,8,61.22,Average
528,Alicia Kennedy,96,10.35,67,2.5,7,202,3,7,1,11.0,9,53.27,Needs Improvement
529,Heidi Ellis,54,1.45,84,3.3,2,75,4,1,5,4.2,1,51.44,Needs Improvement
530,Jeffrey Davidson,71,10.08,71,2.8,10,219,2,7,1,7.7,8,26.17,Needs Improvement
531,David Forbes,93,13.96,83,2.5,1,37,9,9,8,11.7,3,73.06,Average
532,Tiffany Rasmussen,69,13.54,69,2.3,1,234,6,7,4,4.3,7,53.32,Needs Improvement
533,Brian Hughes,43,12.5,74,2.4,8,139,10,5,2,2.1,7,8.13,Needs Improvement
534,Scott Robertson,69,9.97,66,2.0,8,251,7,7,7,2.1,2,23.94,Needs Improvement
535,Juan Stevenson,77,14.81,100,1.8,5,177,5,2,3,11.4,6,39.6,Needs Improvement
536,Christopher Garcia,46,4.56,51,1.5,6,87,1,4,6,9.6,10,18.36,Needs Improvement
537,Daniel Franklin,48,4.04,68,1.6,5,3,8,3,3,6.4,5,32.86,Needs Improvement
538,Rachel Moreno,70,4.75,74,4.1,3,140,6,1,4,5.1,3,52.62,Needs Improvement
539,David Bryant,56,10.82,62,2.6,3,170,10,6,7,10.6,10,46.74,Needs Improvement
540,Terry Brown,52,13.81,82,2.6,5,127,3,3,8,5.3,7,18.81,Needs Improvement
541,Nancy Callahan,92,8.97,91,3.9,2,199,7,2,6,3.8,4,53.81,Needs Improvement
542,Monica Dixon,64,8.76,88,4.7,10,90,6,6,2,11.0,4,47.03,Needs Improvement
543,Lisa Stone,64,7.14,98,4.3,4,48,4,1,6,10.1,5,56.87,Needs Improvement
544,Nathan Smith,92,13.13,100,2.2,9,78,10,2,7,3.6,6,28.79,Needs Improvement
545,Jeffrey Griffith,77,3.04,77,3.1,8,91,5,7,4,8.3,10,38.68,Needs Improvement
546,Thomas Cox,46,2.9,87,2.5,1,52,10,3,9,11.3,6,68.18,Average
547,Monica Black,100,3.39,88,5.0,2,63,4,1,6,9.0,1,82.55,Excellent
548,Eric Rojas,40,8.2,84,3.6,6,280,6,4,3,4.1,2,48.29,Needs Improvement
549,Charles Hernandez,57,1.9,59,1.2,1,187,6,10,2,5.1,6,49.43,Needs Improvement
550,Joshua Conrad,87,6.04,59,3.6,9,188,5,10,6,5.1,10,43.03,Needs Improvement
551,Robert Smith,47,5.8,64,3.6,0,143,5,3,4,9.2,8,51.39,Needs Improvement
552,Brian Kennedy,41,10.39,87,3.0,10,173,9,8,8,6.5,7,35.19,Needs Improvement
553,Theresa Reynolds,77,2.43,100,3.5,4,247,4,8,10,8.1,2,83.02,Excellent
554,Tamara Todd,54,10.57,59,3.3,3,83,6,5,6,11.5,9,32.79,Needs Improvement
555,James Walton,79,2.75,87,1.2,5,158,5,1,9,5.5,8,42.28,Needs Improvement
556,Linda Wilson,88,9.76,77,3.9,4,41,7,10,4,4.8,10,47.78,Needs Improvement
557,Christopher Davis,85,5.28,58,4.4,0,86,10,10,4,5.4,3,65.51,Average
558,Kayla Rhodes,92,11.94,67,4.3,5,292,4,7,8,4.9,1,63.43,Average
